idx,leverage,AD_type,y_pred,y_true
0,0.188825033214934,IAD,11.018231,0.0
1,0.15370749557137914,IAD,11.787815,15.0
2,0.15370749557137914,IAD,11.787815,19.0
3,0.12820751294794286,IAD,82.03638,80.0
4,0.12820751294794286,IAD,82.03638,87.0
5,0.12820751294794286,IAD,82.03638,83.0
6,0.1301566913008828,IAD,44.05358,58.0
7,0.10592986210809324,IAD,53.514854,41.0
8,0.059352692782212335,IAD,88.40042,80.0
9,0.06447352259264663,IAD,88.256,93.0
10,0.06749799528718547,IAD,87.1021,88.0
11,0.070354014737193,IAD,87.692055,92.0
12,0.061155822802731796,IAD,88.91821,87.0
13,0.07703099513620651,IAD,84.0515,82.0
14,0.2462972706247606,IAD,72.7666,84.0
15,0.20139823267606938,IAD,79.96461,80.0
16,0.172886208091251,IAD,86.67344,87.0
17,0.10694977700834296,IAD,83.97865,85.0
18,0.1579139619456189,IAD,80.02662,80.0
19,0.10169781087387902,IAD,85.320305,86.0
20,0.1565837595005357,IAD,81.50429,82.0
21,0.4845773711340535,IAD,84.75309,85.0
22,0.2305726423480512,IAD,89.58819,87.0
23,0.16777416330200323,IAD,38.318424,35.0
24,0.1795066522618592,IAD,28.473948,31.0
25,0.639003411388158,IAD,42.105274,41.0
26,0.5509271947271657,IAD,27.777481,29.0
27,0.048760008805925015,IAD,40.117634,86.0
28,0.23103386227478018,IAD,25.034414,0.0
29,0.22165473316741935,IAD,31.409906,37.0
30,0.13503347233947094,IAD,57.586365,49.0
31,0.15055550110230964,IAD,49.012615,67.0
32,0.05997992649811393,IAD,50.958893,0.0
33,0.10231125377551731,IAD,70.43157,72.0
34,0.04101177531622546,IAD,71.66734,23.0
35,0.04146961620020795,IAD,65.4479,48.0
36,0.056200905999107875,IAD,41.316067,68.0
37,0.3031076127204797,IAD,59.485867,0.0
38,0.14575314574501785,IAD,38.876125,0.0
39,0.048760008805925015,IAD,40.117634,86.0
40,0.05652238728396393,IAD,45.890873,58.0
41,0.06366088437456163,IAD,11.916849,9.0
42,0.0578444030717255,IAD,65.43831,82.0
43,0.06234184168265933,IAD,78.17531,86.0
44,0.06560952065765147,IAD,61.562645,81.0
45,0.07891397114091181,IAD,72.1364,54.0
46,0.0982362409313744,IAD,69.568054,78.0
47,0.11409864756734744,IAD,69.09628,53.0
48,0.09225308890310102,IAD,72.444916,64.0
49,0.10398723908441637,IAD,84.64893,92.0
50,0.12694870918421286,IAD,89.391426,86.0
51,0.09698903657756452,IAD,72.64246,75.0
52,0.1304244431702215,IAD,70.224045,66.0
53,0.09061679063682648,IAD,61.16533,80.0
54,0.5178023241269472,IAD,70.69412,63.0
55,0.11345327669636562,IAD,71.46771,76.0
56,0.06421376417201123,IAD,78.48748,89.0
57,0.06280062730450287,IAD,61.43055,66.0
58,0.07517558433760649,IAD,33.97587,0.0
59,0.06809349539091172,IAD,82.19668,87.0
60,0.06732958731726699,IAD,83.43296,84.0
61,0.08854357537411983,IAD,87.66649,82.0
62,0.09683545588767573,IAD,90.055855,80.0
63,0.07020791024644202,IAD,85.24288,89.0
64,0.07043293296821951,IAD,66.1601,86.0
65,0.10044649234708747,IAD,86.0932,62.0
66,0.10306695228561688,IAD,81.34656,73.0
67,1.0518056228586485,IAD,80.932144,89.0
68,0.27070218986478134,IAD,85.71813,87.0
69,0.3702574678071382,IAD,87.15443,81.0
70,0.4309895482670334,IAD,89.1546,88.0
71,0.40638678092761815,IAD,86.24555,90.0
72,0.24762463683625846,IAD,81.61822,83.0
73,0.34723768066506633,IAD,86.63839,88.0
74,0.26808716880245365,IAD,85.65485,92.0
75,1.0388469578167436,IAD,79.92049,89.0
76,0.355467700065939,IAD,84.34551,93.0
77,0.1813845689538809,IAD,84.45831,86.0
78,0.5621317857153714,IAD,38.05136,71.0
79,0.42038166748790157,IAD,80.83355,78.0
80,0.3481590305669726,IAD,87.882286,83.0
81,0.4246372480070909,IAD,82.07216,80.0
82,0.729862376229346,IAD,77.58304,76.0
83,1.0236653760883772,IAD,78.53838,75.0
84,0.5780634615620555,IAD,73.37974,71.0
85,1.0236653760883772,IAD,78.53838,72.0
86,0.18497984659604685,IAD,81.84793,95.0
87,0.23343318312665728,IAD,83.991615,93.0
88,0.15657740078583526,IAD,93.75768,92.0
89,0.1897706312456252,IAD,79.164696,90.0
90,0.36717809347245356,IAD,92.11083,93.0
91,0.14904236317320074,IAD,87.21477,91.0
92,0.20284380439926175,IAD,76.820496,94.0
93,0.20550517593137652,IAD,90.576416,91.0
94,0.026311749643696758,IAD,75.693214,5.0
95,0.027892229279422198,IAD,56.66861,50.0
96,0.027892229279422198,IAD,56.66861,95.0
