idx,metrics,AD_type,judge_value,y_pred,y_true
0,0.267467807256372,OAD,0.1311725547136666,-21.612118,73.0
1,0.46492845311231423,OAD,0.1311725547136666,40.581764,62.0
2,0.44516265812591493,OAD,0.1311725547136666,13.302462,0.0
3,0.36941821806937425,OAD,0.1311725547136666,34.343067,76.0
4,0.4011229491783195,OAD,0.1311725547136666,46.619236,66.0
5,0.41355813179078404,OAD,0.1311725547136666,31.131676,72.0
6,0.36091818264855724,OAD,0.1311725547136666,35.182682,72.0
7,0.4208659427059712,OAD,0.1311725547136666,29.56212,71.0
8,0.3741188918423618,OAD,0.1311725547136666,36.82346,86.0
9,0.5518847710921113,OAD,0.1311725547136666,45.99541,70.0
10,0.47375855484331997,OAD,0.1311725547136666,35.22322,6.0
11,0.3771131431074952,OAD,0.1311725547136666,26.10344,69.0
12,0.37429514707521416,OAD,0.1311725547136666,30.319597,86.0
13,0.37466009183813087,OAD,0.1311725547136666,36.742268,83.0
14,0.37288962919814794,OAD,0.1311725547136666,36.7526,86.0
15,0.37128470789109635,OAD,0.1311725547136666,36.251255,92.0
16,0.3728243830903808,OAD,0.1311725547136666,36.71042,93.0
17,0.37128470789109635,OAD,0.1311725547136666,36.251255,92.0
18,0.36075303891201904,OAD,0.1311725547136666,35.428143,94.0
19,0.37537240756679857,OAD,0.1311725547136666,32.381058,72.0
20,0.3686296670183342,OAD,0.1311725547136666,44.136417,95.0
21,0.3827254385056713,OAD,0.1311725547136666,35.01904,92.0
22,0.4216907236600327,OAD,0.1311725547136666,31.917189,88.0
23,0.4079518975281753,OAD,0.1311725547136666,14.958158,84.0
24,0.38643287406760685,OAD,0.1311725547136666,35.68653,90.0
25,0.38086108294854315,OAD,0.1311725547136666,40.772045,94.0
26,0.40039470052494797,OAD,0.1311725547136666,34.91085,73.0
27,0.4208006381141193,OAD,0.1311725547136666,31.528362,72.0
28,0.38713643677033205,OAD,0.1311725547136666,40.47478,73.0
29,0.3904483178651629,OAD,0.1311725547136666,44.596226,90.0
30,0.38902865879393644,OAD,0.1311725547136666,33.76981,93.0
31,0.4312761930674661,OAD,0.1311725547136666,35.42432,91.0
32,0.46021467057196497,OAD,0.1311725547136666,27.275162,35.0
33,0.3987215112607322,OAD,0.1311725547136666,36.407337,85.0
34,0.3948832827062839,OAD,0.1311725547136666,34.88313,76.0
35,0.42024742969202966,OAD,0.1311725547136666,37.349888,88.0
36,0.46636828488769333,OAD,0.1311725547136666,33.920914,92.0
37,0.5342355876881084,OAD,0.1311725547136666,44.217457,72.0
38,0.44575488941796715,OAD,0.1311725547136666,28.721827,89.0
39,0.38468125776728834,OAD,0.1311725547136666,42.250633,90.0
40,0.42300085934375176,OAD,0.1311725547136666,35.465565,85.0
41,0.3537855611849886,OAD,0.1311725547136666,36.130714,30.0
42,0.46207835497114313,OAD,0.1311725547136666,39.464134,86.0
43,0.46207835497114313,OAD,0.1311725547136666,39.464134,88.0
44,0.44638631251118444,OAD,0.1311725547136666,38.336697,85.0
45,0.45321187843567556,OAD,0.1311725547136666,40.182266,86.0
46,0.43102211638371857,OAD,0.1311725547136666,31.198566,51.0
47,0.41993450784857644,OAD,0.1311725547136666,35.549576,40.0
48,0.46145913458286925,OAD,0.1311725547136666,36.380905,41.0
49,0.3952583250648418,OAD,0.1311725547136666,30.0901,78.0
50,0.4270610827586909,OAD,0.1311725547136666,32.89273,77.0
51,0.5287803946768035,OAD,0.1311725547136666,28.308355,0.0
52,0.5225746201297707,OAD,0.1311725547136666,34.350224,71.0
53,0.5377844307279711,OAD,0.1311725547136666,18.004694,60.0
54,0.4781035650585975,OAD,0.1311725547136666,33.338604,64.0
55,0.477959813104031,OAD,0.1311725547136666,32.131165,51.0
56,0.4805574197385538,OAD,0.1311725547136666,44.26926,53.0
57,0.4844696011547085,OAD,0.1311725547136666,55.88055,65.0
58,0.47591368462376415,OAD,0.1311725547136666,45.66855,61.0
59,0.4986947852082111,OAD,0.1311725547136666,49.59376,54.0
60,0.48057131433114664,OAD,0.1311725547136666,42.40989,0.0
61,0.4891789720306138,OAD,0.1311725547136666,35.765236,32.0
62,0.4861733843906504,OAD,0.1311725547136666,34.887085,68.0
63,0.48571642647723734,OAD,0.1311725547136666,35.904747,67.0
64,0.4587723720031571,OAD,0.1311725547136666,40.355335,70.0
65,0.4587723720031571,OAD,0.1311725547136666,40.355335,57.0
66,0.5227000899501316,OAD,0.1311725547136666,-3.2444508,53.0
67,0.48695215446690643,OAD,0.1311725547136666,43.00788,66.0
68,0.13961891172995888,OAD,0.1311725547136666,59.79301,88.0
69,0.27281361788954617,OAD,0.1311725547136666,12.153908,0.0
70,0.24014329512635058,OAD,0.1311725547136666,9.279873,0.0
71,0.2259334013820561,OAD,0.1311725547136666,52.801933,0.0
72,0.12252736176401458,IAD,0.1311725547136666,83.71177,65.0
73,0.26211838938176446,OAD,0.1311725547136666,59.367184,0.0
74,0.21402970859100978,OAD,0.1311725547136666,54.708687,0.0
75,0.151197973782895,OAD,0.1311725547136666,82.57259,82.0
76,0.15911778306517543,OAD,0.1311725547136666,61.34083,87.0
77,0.3710587268594848,OAD,0.1311725547136666,32.68383,0.0
78,0.2259334013820561,OAD,0.1311725547136666,52.801933,0.0
79,0.06883805889841144,IAD,0.1311725547136666,69.399956,0.0
80,0.21276990394125217,OAD,0.1311725547136666,57.89445,88.0
81,0.1569917941726312,OAD,0.1311725547136666,53.74639,88.0
82,0.17487794969553783,OAD,0.1311725547136666,57.172245,98.0
83,0.2725733230924857,OAD,0.1311725547136666,37.399,79.0
84,0.25050778294666287,OAD,0.1311725547136666,55.808037,94.0
85,0.14880674484555767,OAD,0.1311725547136666,58.001072,87.0
86,0.15758894147868374,OAD,0.1311725547136666,56.16972,95.0
87,0.16521811210074366,OAD,0.1311725547136666,59.851967,96.0
88,0.1422686462264423,OAD,0.1311725547136666,60.53989,95.0
89,0.14866567369323203,OAD,0.1311725547136666,57.585926,58.0
90,0.18619074659055568,OAD,0.1311725547136666,54.69609,72.0
91,0.18751028568800843,OAD,0.1311725547136666,55.23148,85.0
92,0.14901333091740654,OAD,0.1311725547136666,53.52316,96.0
93,0.265725937793699,OAD,0.1311725547136666,6.7683315,81.0
94,0.2857456760488144,OAD,0.1311725547136666,41.261868,0.0
95,0.13961891172995888,OAD,0.1311725547136666,59.79301,83.0
96,0.22045769492676992,OAD,0.1311725547136666,55.495636,68.0
97,0.3201100325739935,OAD,0.1311725547136666,60.06048,95.0
98,0.1854474320628937,OAD,0.1311725547136666,60.18079,82.0
99,0.37389035432972495,OAD,0.1311725547136666,56.30821,53.0
100,0.27287413723154064,OAD,0.1311725547136666,58.73612,79.0
101,0.1682142327434476,OAD,0.1311725547136666,54.265434,33.0
102,0.1683988177487442,OAD,0.1311725547136666,54.134064,33.0
103,0.13923467808802925,OAD,0.1311725547136666,55.581882,67.0
104,0.24445755636144306,OAD,0.1311725547136666,57.211273,64.0
105,0.1531175827915643,OAD,0.1311725547136666,48.092606,27.0
106,0.34922377351896305,OAD,0.1464843251677237,37.170513,0.0
107,0.3401514249722394,OAD,0.1464843251677237,26.30517,0.0
108,0.38413528442158507,OAD,0.1464843251677237,27.421473,5.0
109,0.37605213649350744,OAD,0.1464843251677237,23.599998,5.0
110,0.32953833642342445,OAD,0.1464843251677237,23.906256,0.0
111,0.30934542646334107,OAD,0.1464843251677237,36.78615,67.0
112,0.40744856298696297,OAD,0.1464843251677237,18.862862,5.0
113,0.4228375484848712,OAD,0.1464843251677237,20.852062,0.0
114,0.3951458878452285,OAD,0.1464843251677237,-3.0401366,0.0
115,0.4335871125909283,OAD,0.1464843251677237,30.430218,20.0
116,0.4537319096693263,OAD,0.1464843251677237,-2.5508428,47.0
117,0.4800837414732054,OAD,0.1464843251677237,10.81215,38.0
118,0.47863805946099713,OAD,0.1464843251677237,3.2603974,81.0
119,0.3839158887786943,OAD,0.1464843251677237,7.8806963,5.0
120,0.4013932944978712,OAD,0.1464843251677237,11.47719,90.0
121,0.46221369043594407,OAD,0.1464843251677237,5.323234,5.0
122,0.3021540677448724,OAD,0.1464843251677237,3.8313,0.0
123,0.2381308335476352,OAD,0.1464843251677237,13.273668,19.0
124,0.290058451495005,OAD,0.1464843251677237,17.444153,24.0
125,0.4013932944978712,OAD,0.1464843251677237,11.47719,90.0
126,0.4106183238978859,OAD,0.1464843251677237,5.4395337,89.0
127,0.4104477893850582,OAD,0.1464843251677237,19.256548,91.0
128,0.42717691859804474,OAD,0.1464843251677237,12.856425,87.0
129,0.43705456478910076,OAD,0.1464843251677237,12.632062,85.0
130,0.42589916391236715,OAD,0.1464843251677237,20.75802,92.0
131,0.44622329134230765,OAD,0.1464843251677237,17.082964,89.0
132,0.44362187416287846,OAD,0.1464843251677237,14.270154,87.0
133,0.4235411348927439,OAD,0.1464843251677237,30.12826,89.0
134,0.44196740430887904,OAD,0.1464843251677237,16.292538,90.0
135,0.42245208282040614,OAD,0.1464843251677237,30.274595,81.0
136,0.458664023149319,OAD,0.1464843251677237,17.906214,87.0
137,0.4423522140697771,OAD,0.1464843251677237,49.492554,85.0
138,0.45534171933567036,OAD,0.1464843251677237,43.301716,81.0
139,0.4095143964744451,OAD,0.1464843251677237,41.567726,89.0
140,0.43506628867070796,OAD,0.1464843251677237,15.077255,86.0
141,0.40825384155496447,OAD,0.1464843251677237,18.82918,88.0
142,0.42377483466724186,OAD,0.1464843251677237,37.89629,89.0
143,0.4349675544932349,OAD,0.1464843251677237,32.62405,0.0
144,0.42215310786862426,OAD,0.1464843251677237,21.62568,88.0
145,0.46718584806083996,OAD,0.1464843251677237,43.586216,84.0
146,0.41087534228151956,OAD,0.1464843251677237,39.05662,51.0
147,0.44225422112068125,OAD,0.1464843251677237,14.507011,61.0
148,0.40018229042538767,OAD,0.1464843251677237,46.00724,84.0
149,0.5079115752243352,OAD,0.1464843251677237,56.945126,78.0
150,0.3041535162399679,OAD,0.1464843251677237,64.38251,82.0
151,0.4361433712024091,OAD,0.1464843251677237,6.503131,87.0
152,0.4471214797239249,OAD,0.1464843251677237,12.762131,80.0
153,0.45305134139819203,OAD,0.1464843251677237,32.185978,76.0
154,0.4635500846595554,OAD,0.1464843251677237,34.74536,71.0
155,0.4738814745327603,OAD,0.1464843251677237,33.22567,76.0
156,0.4726792702693212,OAD,0.1464843251677237,10.339173,80.0
157,0.4484475699747873,OAD,0.1464843251677237,9.719037,88.0
158,0.42713051015176307,OAD,0.1464843251677237,22.30277,84.0
159,0.42715029389318315,OAD,0.1464843251677237,44.754654,89.0
160,0.432704224908688,OAD,0.1464843251677237,41.809982,86.0
161,0.3091569432786545,OAD,0.1464843251677237,66.90678,87.0
162,0.440886553581322,OAD,0.1464843251677237,5.1938057,39.0
163,0.4253747368603801,OAD,0.1464843251677237,33.91624,54.0
164,0.5113868403068815,OAD,0.1464843251677237,39.464348,27.0
165,0.48673008608862256,OAD,0.1464843251677237,17.473888,0.0
166,0.5880842684453678,OAD,0.1464843251677237,35.240227,92.0
167,0.6049873340687733,OAD,0.1464843251677237,46.519394,50.0
168,0.6046972144895747,OAD,0.1464843251677237,38.365368,66.0
169,0.4330744608772663,OAD,0.1464843251677237,47.94421,79.0
170,0.46465239977590944,OAD,0.1464843251677237,63.297993,66.0
171,0.4138032812422924,OAD,0.1464843251677237,55.311096,60.0
172,0.4264508421977935,OAD,0.1464843251677237,54.083393,57.0
173,0.42566079418677294,OAD,0.1464843251677237,58.732624,60.0
174,0.426561483274396,OAD,0.1464843251677237,56.845097,45.0
175,0.42779954760030503,OAD,0.1464843251677237,49.432564,45.0
176,0.47111164316088394,OAD,0.1464843251677237,65.526505,61.0
177,0.4750212175986984,OAD,0.1464843251677237,60.48503,71.0
178,0.4792332406151715,OAD,0.1464843251677237,67.210144,52.0
179,0.5966423189175211,OAD,0.1464843251677237,44.372528,41.0
180,0.5873943664622443,OAD,0.1464843251677237,45.997894,46.0
181,0.4643576167114145,OAD,0.1464843251677237,63.827694,81.0
182,0.4134073002688263,OAD,0.1464843251677237,56.51646,85.0
183,0.42610345643442715,OAD,0.1464843251677237,57.686497,83.0
184,0.42750479617933923,OAD,0.1464843251677237,53.20535,76.0
185,0.4155399132503259,OAD,0.1464843251677237,57.444023,35.0
186,0.3783247746801447,OAD,0.1464843251677237,52.955387,60.0
187,0.3843176923941217,OAD,0.1464843251677237,-17.411608,46.0
188,0.40616738791509255,OAD,0.1464843251677237,-19.056341,4.0
189,0.4326318825637563,OAD,0.1464843251677237,-23.188116,13.0
190,0.4425644864741397,OAD,0.1464843251677237,-28.672129,51.0
191,0.3954506807915067,OAD,0.1464843251677237,-17.532505,64.0
192,0.3913967901008685,OAD,0.1464843251677237,-17.493021,63.0
193,0.3949907155657473,OAD,0.1464843251677237,-17.412647,51.0
194,0.3843176923941217,OAD,0.1464843251677237,-17.411608,46.0
195,0.6292284600853655,OAD,0.1464843251677237,-10.528896,41.0
196,0.5895414451225377,OAD,0.1464843251677237,-9.7366295,60.0
197,0.6041523296904951,OAD,0.1464843251677237,-10.232953,57.0
198,0.3528921280798255,OAD,0.1464843251677237,-7.1174073,18.0
199,0.37175858276829843,OAD,0.1464843251677237,20.98778,9.0
200,0.3841665502253654,OAD,0.1464843251677237,17.606585,61.0
201,0.38088731560150846,OAD,0.1464843251677237,-13.8497925,6.0
202,0.38045616324015075,OAD,0.1464843251677237,32.06927,60.0
203,0.35549066262497386,OAD,0.1464843251677237,29.789503,50.0
204,0.4294302657002794,OAD,0.1464843251677237,-12.733111,21.0
205,0.4405405531716252,OAD,0.1464843251677237,-12.381018,0.0
206,0.36208574528648063,OAD,0.1464843251677237,-14.802339,3.0
207,0.3760866025154177,OAD,0.1464843251677237,-14.56599,37.0
208,0.3843176923941217,OAD,0.1464843251677237,-17.411608,46.0
209,0.3707328691897993,OAD,0.1464843251677237,-16.942049,58.0
210,0.3639644379009981,OAD,0.1464843251677237,32.491863,60.0
211,0.37382619808074047,OAD,0.1464843251677237,30.15836,75.0
212,0.3742506006233455,OAD,0.1464843251677237,30.42898,75.0
213,0.37462337190942085,OAD,0.1464843251677237,30.986061,40.0
214,0.38252739617496045,OAD,0.1464843251677237,50.750847,82.0
215,0.5757859986008265,OAD,0.1464843251677237,34.61962,25.0
216,0.5827688680164486,OAD,0.1464843251677237,32.785515,66.0
217,0.38574401216872645,OAD,0.1464843251677237,52.5101,55.0
218,0.3973648659074347,OAD,0.1464843251677237,52.906578,76.0
219,0.3896783811175123,OAD,0.1464843251677237,55.241825,75.0
220,0.5777252114084739,OAD,0.1464843251677237,46.48623,40.0
