idx,metrics,AD_type,judge_value,y_pred,y_true
0,0.5284026422969159,OAD,0.3181924205984964,35.47592,78.0
1,0.5326347347816742,OAD,0.3181924205984964,33.475616,75.0
2,0.5254059967208987,OAD,0.3181924205984964,36.382675,63.0
3,0.5391642061825255,OAD,0.3181924205984964,28.857658,13.0
4,0.5335010584879646,OAD,0.3181924205984964,36.91255,34.0
5,0.5608144898586819,OAD,0.3181924205984964,28.458086,0.0
6,0.5959575030099448,OAD,0.3181924205984964,34.87639,0.0
7,0.5549896934744981,OAD,0.3181924205984964,30.515947,0.0
8,0.5568214712666504,OAD,0.3181924205984964,31.359056,5.0
9,0.9155309103929788,OAD,0.3181924205984964,28.028946,0.0
10,0.534276179832651,OAD,0.3181924205984964,32.68203,70.0
11,0.47866071914378827,OAD,0.3181924205984964,46.311367,11.0
12,0.6050266360119106,OAD,0.3181924205984964,26.08991,87.0
13,0.6181136246199312,OAD,0.3181924205984964,35.80569,86.0
14,0.6244061611203083,OAD,0.3181924205984964,43.313675,84.0
15,0.6141610078391908,OAD,0.3181924205984964,67.128426,83.0
16,0.6105148202603844,OAD,0.3181924205984964,52.896908,81.0
17,0.6309370000816649,OAD,0.3181924205984964,65.39419,85.0
18,0.6209742863851679,OAD,0.3181924205984964,60.58443,92.0
19,0.6364731781951622,OAD,0.3181924205984964,50.87261,90.0
20,0.6118219589429095,OAD,0.3181924205984964,33.336025,0.0
21,0.608574589982441,OAD,0.3181924205984964,70.08576,0.0
22,0.6364888713840856,OAD,0.3181924205984964,35.884933,0.0
23,0.6167067643112247,OAD,0.3181924205984964,51.356144,87.0
24,0.6262497510530577,OAD,0.3181924205984964,4.2517924,91.0
25,0.6248034051143359,OAD,0.3181924205984964,36.629604,84.0
26,0.6246090193214293,OAD,0.3181924205984964,44.685593,90.0
27,0.6248713584998742,OAD,0.3181924205984964,44.071136,84.0
28,0.6311763233663016,OAD,0.3181924205984964,56.609608,83.0
29,0.6297148718090216,OAD,0.3181924205984964,54.849926,87.0
30,0.618829142453894,OAD,0.3181924205984964,36.384045,85.0
31,0.639386468364798,OAD,0.3181924205984964,41.168083,90.0
32,0.6375666925692454,OAD,0.3181924205984964,45.67258,84.0
33,0.64986628528315,OAD,0.3181924205984964,42.23428,76.0
34,0.6462871555598657,OAD,0.3181924205984964,43.65293,71.0
35,0.5447118551647884,OAD,0.31793513819567576,24.329012,36.0
36,0.6076538579213502,OAD,0.31793513819567576,25.933382,16.0
37,0.5939631210966599,OAD,0.31793513819567576,24.397276,30.0
38,0.5534683209677492,OAD,0.31793513819567576,24.580349,0.0
39,0.5481233160754372,OAD,0.31793513819567576,21.513058,35.0
40,0.579442834363396,OAD,0.31793513819567576,23.699135,0.0
41,0.5597968924682261,OAD,0.31793513819567576,19.782701,18.0
42,0.5499042426852072,OAD,0.31793513819567576,39.811787,8.0
43,0.42691343861728315,OAD,0.31793513819567576,29.878962,41.0
44,0.4113118432239916,OAD,0.31793513819567576,49.133896,75.0
45,0.3674929618109449,OAD,0.31793513819567576,55.69166,48.0
46,0.41148144620505467,OAD,0.31793513819567576,52.070732,65.0
47,0.378699679159873,OAD,0.31793513819567576,45.157616,70.0
48,0.4452598317310744,OAD,0.31793513819567576,37.740993,66.0
49,0.3954921667989801,OAD,0.31793513819567576,32.27767,45.0
50,0.44150759034470666,OAD,0.31793513819567576,36.066372,52.0
51,0.4113118432239916,OAD,0.31793513819567576,49.133896,86.0
52,0.5526690275510462,OAD,0.31793513819567576,29.534546,46.0
53,0.5467407287196443,OAD,0.31793513819567576,32.530342,25.0
54,0.5349356484477827,OAD,0.31793513819567576,32.97541,5.0
55,0.5744635369278843,OAD,0.31793513819567576,38.40603,33.0
56,0.5700182399805059,OAD,0.31793513819567576,32.519855,37.0
57,0.5418967678262628,OAD,0.31793513819567576,35.56131,58.0
58,0.5583942415965713,OAD,0.31793513819567576,15.104225,100.0
59,0.5966250509600329,OAD,0.31793513819567576,23.991844,92.0
60,0.6084197175146696,OAD,0.31793513819567576,7.8662257,84.0
61,0.5583942415965713,OAD,0.31793513819567576,15.104225,5.0
62,0.6159300597099778,OAD,0.31793513819567576,25.840336,5.0
63,0.5579544399776607,OAD,0.31793513819567576,8.864418,100.0
64,0.5603050580973388,OAD,0.31793513819567576,17.03103,97.0
65,0.5529579786473727,OAD,0.31793513819567576,42.259903,100.0
66,0.5303813084192,OAD,0.31793513819567576,21.677774,100.0
67,0.5703674678635253,OAD,0.31793513819567576,22.11521,100.0
68,0.586491336400304,OAD,0.3193550295602813,16.380598,85.0
69,0.5861202850727468,OAD,0.3193550295602813,16.185812,62.0
70,0.5858683282317277,OAD,0.3193550295602813,17.636488,9.0
71,0.586491336400304,OAD,0.3193550295602813,16.380598,93.0
72,0.586491336400304,OAD,0.3193550295602813,16.380598,93.0
73,0.5955768701298649,OAD,0.3193550295602813,11.423406,93.0
74,0.5803321731009726,OAD,0.3193550295602813,23.130148,60.0
75,0.6004843226556366,OAD,0.3193550295602813,21.897987,0.0
76,0.5836227589236487,OAD,0.3193550295602813,13.982138,7.0
77,0.586491336400304,OAD,0.3193550295602813,16.380598,38.0
78,0.586491336400304,OAD,0.3193550295602813,16.380598,71.0
79,0.586491336400304,OAD,0.3193550295602813,16.380598,84.0
80,0.5502321782606782,OAD,0.3193550295602813,5.317519,97.0
81,0.5345871212015708,OAD,0.3193550295602813,24.792974,0.0
82,0.5383770360003837,OAD,0.3193550295602813,9.050213,0.0
83,0.5704725996310989,OAD,0.3193550295602813,1.5213547,0.0
84,0.5866535050701546,OAD,0.3193550295602813,13.165113,35.0
85,0.5857100026760257,OAD,0.3193550295602813,11.714435,35.0
